study	pk	interventions	tissue	time_unit	time	substance_name	unit	pktype	figure	auc_end	group_pk	mean	kel	se	cv	individual_pk	value	sd	median	max	min
Balogh1992	372	218	plasma	h	['2.00e+00', '1.00e+01']	caffeine	µg/ml	concentration		23.4			0.19737233811867397			567.0	['4.85e+00', '1.00e+00']				
Balogh1992	371	218	plasma	h	['2.00e+00', '1.00e+01']	caffeine	µg/ml	concentration		19.96			0.19438940383686784			566.0	['4.12e+00', '8.70e-01']				
Balogh1992	370	218	plasma	h	['2.00e+00', '1.00e+01']	caffeine	µg/ml	concentration		19.88			0.23024365171898878			565.0	['4.29e+00', '6.80e-01']				
Balogh1992	369	218	plasma	h	['2.00e+00', '1.00e+01']	caffeine	µg/ml	concentration		22.8			0.1390871285687311			564.0	['4.29e+00', '1.41e+00']				
Balogh1992	368	218	plasma	h	['2.00e+00', '1.00e+01']	caffeine	µg/ml	concentration		20.24			0.21091702009520036			563.0	['4.27e+00', '7.90e-01']				
Balogh1992	367	218	plasma	h	['2.00e+00', '1.00e+01']	caffeine	µg/ml	concentration		19.4			0.18318642534763546			562.0	['3.94e+00', '9.10e-01']				
Balogh1992	366	218	plasma	h	['2.00e+00', '1.00e+01']	caffeine	µg/ml	concentration		14.0			0.37186614324052847			561.0	['3.33e+00', '1.70e-01']				
Balogh1992	365	218	plasma	h	['2.00e+00', '1.00e+01']	caffeine	µg/ml	concentration		16.36			0.36456036273748127			560.0	['3.88e+00', '2.10e-01']				
Balogh1992	364	218	plasma	h	['2.00e+00', '1.00e+01']	caffeine	µg/ml	concentration		22.04			0.22344139163981672			559.0	['4.72e+00', '7.90e-01']				
Balogh1992	363	218	plasma	h	['2.00e+00', '1.00e+01']	caffeine	µg/ml	concentration		14.4			0.10923689661330868			558.0	['2.54e+00', '1.06e+00']				
Balogh1992	362	218	plasma	h	['2.00e+00', '1.00e+01']	caffeine	µg/ml	concentration		28.0			0.12889637598407214			557.0	['5.16e+00', '1.84e+00']				
Balogh1992	361	218	plasma	h	['2.00e+00', '1.00e+01']	caffeine	µg/ml	concentration		13.08			0.2733840257340252			556.0	['2.94e+00', '3.30e-01']				
Bonati1982	492	260	plasma	h	['5.70e-01', '1.12e+00', '2.22e+00', '4.75e+00', '7.69e+00', '1.06e+01', '1.23e+01', '2.42e+01']	theobromine	µg/ml	concentration	/media/data/Bonati1982_Fig1.png	4.749233333333341			0.029574797601729923			638.0	['6.00e-02', '8.00e-02', '1.10e-01', '1.50e-01', '1.90e-01', '2.30e-01', '2.70e-01', '1.90e-01']				
Bonati1982	491	260	plasma	h	['9.03e-01', '1.93e+00', '4.88e+00', '7.56e+00', '1.08e+01', '1.20e+01', '2.43e+01']	theobromine	µg/ml	concentration	/media/data/Bonati1982_Fig1.png	9.113950000000006			0.033754254340225935			637.0	['4.40e-01', '3.80e-01', '4.00e-01', '4.00e-01', '4.50e-01', '4.50e-01', '2.90e-01']				
Bonati1982	490	260	plasma	h	['7.78e-01', '1.33e+00', '2.15e+00', '4.89e+00', '7.77e+00', '1.06e+01', '1.21e+01']	theobromine	µg/ml	concentration	/media/data/Bonati1982_Fig1.png	5.126091666666682			0.004269708591283636			636.0	['3.70e-01', '3.60e-01', '5.80e-01', '3.50e-01', '5.00e-01', '4.50e-01', '4.90e-01']				
Bonati1982	489	260	plasma	h	['2.88e-01', '2.23e-01', '9.13e-01', '1.95e+00', '4.29e+00', '7.46e+00', '1.06e+01', '1.35e+01', '2.42e+01']	theobromine	µg/ml	concentration	/media/data/Bonati1982_Fig1.png	4.916841666666673			0.06209886897863593			635.0	['6.00e-02', '1.10e-01', '1.20e-01', '1.30e-01', '1.80e-01', '3.00e-01', '3.30e-01', '2.10e-01', '1.30e-01']				
Bonati1982	488	260	plasma	h	['8.40e-01', '1.25e+00', '2.35e+00', '4.62e+00', '7.70e+00', '1.08e+01', '1.21e+01', '2.42e+01']	theophylline	µg/ml	concentration	/media/data/Bonati1982_Fig1.png	5.443725000000001			-0.012753904754368316			638.0	['4.00e-02', '6.00e-02', '9.00e-02', '1.80e-01', '2.60e-01', '3.10e-01', '2.10e-01', '3.10e-01']				
Bonati1982	487	260	plasma	h	['1.10e+00', '2.27e+00', '4.81e+00', '7.69e+00', '1.08e+01', '1.21e+01', '2.44e+01']	theophylline	µg/ml	concentration	/media/data/Bonati1982_Fig1.png	7.013508333333322			0.03558208613609711			637.0	['2.90e-01', '2.50e-01', '3.10e-01', '2.90e-01', '3.70e-01', '3.60e-01', '2.30e-01']				
Bonati1982	486	260	plasma	h	['4.30e-01', '5.68e-01', '1.05e+00', '1.39e+00', '2.08e+00', '4.68e+00', '7.56e+00', '1.07e+01', '1.20e+01']	theophylline	µg/ml	concentration	/media/data/Bonati1982_Fig1.png	4.154249999999999			0.07482848915772085			636.0	['1.50e-01', '2.00e-01', '2.50e-01', '2.10e-01', '3.30e-01', '5.20e-01', '3.40e-01', '3.10e-01', '2.90e-01']				
Bonati1982	485	260	plasma	h	['5.60e-01', '3.57e-01', '1.12e+00', '2.02e+00', '4.43e+00', '7.40e+00', '1.04e+01', '1.37e+01', '2.42e+01']	theophylline	µg/ml	concentration	/media/data/Bonati1982_Fig1.png	8.664341666666678			0.02679111616314487			635.0	['4.00e-02', '6.00e-02', '1.00e-01', '1.80e-01', '3.50e-01', '4.60e-01', '4.50e-01', '4.30e-01', '3.00e-01']				
Bonati1982	484	260	plasma	h	['5.10e-01', '6.62e-01', '1.21e+00', '2.31e+00', '4.29e+00', '7.78e+00', '1.07e+01', '1.22e+01', '2.40e+01']	paraxanthine	µg/ml	concentration	/media/data/Bonati1982_Fig1.png	20.37225833333333			0.03488499815580175			638.0	['1.00e-01', '2.90e-01', '3.20e-01', '4.40e-01', '7.30e-01', '9.80e-01', '1.06e+00', '1.12e+00', '7.40e-01']				
Bonati1982	483	260	plasma	h	['2.09e+00', '4.71e+00', '7.80e+00', '1.10e+01', '1.21e+01']	paraxanthine	µg/ml	concentration	/media/data/Bonati1982_Fig1.png	20.73846666666674			0.28678144607907746			637.0	['1.35e+00', '1.97e+00', '2.29e+00', '2.40e+00', '1.72e+00']				
Bonati1982	482	260	plasma	h	['1.06e+00', '2.30e+00', '4.77e+00', '7.50e+00', '1.08e+01', '1.20e+01']	paraxanthine	µg/ml	concentration	/media/data/Bonati1982_Fig1.png	33.54486666666676			0.11497412833730145			636.0	['1.33e+00', '3.13e+00', '4.46e+00', '2.63e+00', '2.93e+00', '1.51e+00']				
Bonati1982	481	260	plasma	h	['2.93e-01', '2.98e-01', '4.40e-01', '8.57e-01', '2.03e+00', '4.51e+00', '7.54e+00', '1.05e+01', '1.37e+01', '2.43e+01']	paraxanthine	µg/ml	concentration	/media/data/Bonati1982_Fig1.png	40.28835833333336			0.07093687545387885			635.0	['1.40e-01', '2.90e-01', '4.90e-01', '7.20e-01', '1.05e+00', '2.03e+00', '2.20e+00', '2.13e+00', '2.18e+00', '7.20e-01']				
Bonati1982	480	260	plasma	h	['3.33e-01', '3.52e-01', '6.37e-01', '1.18e+00', '2.07e+00', '4.66e+00', '7.67e+00', '1.07e+01', '1.22e+01', '2.42e+01']	caffeine	µg/ml	concentration	/media/data/Bonati1982_Fig1.png	96.41456666666662			0.07226421236403531			638.0	['7.40e-01', '3.16e+00', '7.39e+00', '7.58e+00', '6.97e+00', '5.88e+00', '5.23e+00', '4.18e+00', '3.73e+00', '1.39e+00']				
Bonati1982	479	260	plasma	h	['3.77e-01', '4.77e-01', '8.27e-01', '1.24e+00', '2.06e+00', '4.87e+00', '7.82e+00', '1.10e+01', '1.23e+01', '2.45e+01']	caffeine	µg/ml	concentration	/media/data/Bonati1982_Fig1.png	80.66252499999997			0.1021306641814814			637.0	['1.32e+00', '5.94e+00', '8.47e+00', '8.01e+00', '7.16e+00', '5.55e+00', '4.18e+00', '3.07e+00', '2.66e+00', '7.30e-01']				
Bonati1982	478	260	plasma	h	['1.73e-01', '3.88e-01', '6.63e-01', '1.28e+00', '4.84e+00', '7.64e+00', '1.09e+01', '1.20e+01', '2.43e+01']	caffeine	µg/ml	concentration	/media/data/Bonati1982_Fig1.png	74.34751666666662			0.15769946851894137			636.0	['1.85e+00', '7.79e+00', '8.95e+00', '8.70e+00', '6.57e+00', '3.47e+00', '2.16e+00', '1.88e+00', '2.30e-01']				
Bonati1982	477	260	plasma	h	['1.75e-01', '1.83e-01', '4.62e-01', '1.01e+00', '1.97e+00', '4.45e+00', '7.48e+00', '1.08e+01', '1.37e+01', '2.43e+01']	caffeine	µg/ml	concentration	/media/data/Bonati1982_Fig1.png	74.77501666666663			0.1304669034204183			635.0	['1.98e+00', '7.39e+00', '9.46e+00', '7.59e+00', '6.26e+00', '6.24e+00', '4.01e+00', '2.80e+00', '1.90e+00', '3.50e-01']				
Benowitz1995	446	242	plasma	h	['0.00e+00', '5.00e-01', '6.67e-01', '1.00e+00', '1.25e+00', '1.50e+00', '2.00e+00', '3.00e+00']	paraxanthine/caffeine	-	ratio	/media/data/Benowitz1995_Fig1.png		124.0	[None, '1.00e-01', '1.80e-01', '2.10e-01', '2.10e-01', '2.60e-01', '3.40e-01', '5.00e-01']		[None, '1.79e-02', '2.24e-02', '3.58e-02', '3.13e-02', '3.58e-02', '5.37e-02', '8.50e-02']	[None, '4.00e-01', '2.78e-01', '3.81e-01', '3.33e-01', '3.08e-01', '3.53e-01', '3.80e-01']			[None, '4.00e-02', '5.00e-02', '8.00e-02', '7.00e-02', '8.00e-02', '1.20e-01', '1.90e-01']			
Benowitz1995	445	242	plasma	h	['0.00e+00', '5.00e-01', '6.67e-01', '1.00e+00', '1.25e+00', '1.50e+00', '2.00e+00', '3.00e+00']	paraxanthine	µg/ml	concentration	/media/data/Benowitz1995_Fig1.png	2.252083333333333	124.0	['0.00e+00', '3.00e-01', '4.90e-01', '5.60e-01', '7.00e-01', '8.10e-01', '9.90e-01', '1.29e+00']		['0.00e+00', '1.34e-02', '8.94e-03', '5.81e-02', '8.50e-02', '9.39e-02', '1.30e-01', '1.92e-01']	[None, '1.00e-01', '4.08e-02', '2.32e-01', '2.71e-01', '2.59e-01', '2.93e-01', '3.33e-01']			['0.00e+00', '3.00e-02', '2.00e-02', '1.30e-01', '1.90e-01', '2.10e-01', '2.90e-01', '4.30e-01']			
Benowitz1995	444	242	plasma	h	['0.00e+00', '5.00e-01', '6.67e-01', '1.00e+00', '1.25e+00', '1.50e+00', '2.00e+00', '3.00e+00']	caffeine	µg/ml	concentration	/media/data/Benowitz1995_Fig1.png	7.9725	124.0	['0.00e+00', '3.01e+00', '2.76e+00', '2.68e+00', '3.27e+00', '3.14e+00', '2.95e+00', '2.58e+00']	0.13384432978157373	['0.00e+00', '4.83e-01', '3.71e-01', '3.35e-01', '3.00e-01', '2.73e-01', '2.77e-01', '2.28e-01']	[None, '3.59e-01', '3.01e-01', '2.80e-01', '2.05e-01', '1.94e-01', '2.10e-01', '1.98e-01']			['0.00e+00', '1.08e+00', '8.30e-01', '7.50e-01', '6.70e-01', '6.10e-01', '6.20e-01', '5.10e-01']			
Benowitz1995	452	244	plasma	h	['0.00e+00', '5.00e-01', '6.67e-01', '1.00e+00', '1.25e+00', '1.50e+00', '2.00e+00', '3.00e+00']	paraxanthine/caffeine	-	ratio	/media/data/Benowitz1995_Fig1.png		125.0	[None, '6.00e-02', '7.00e-02', '7.00e-02', '1.00e-01', '1.40e-01', '1.50e-01', '2.20e-01']		[None, '7.56e-03', '3.78e-03', '7.56e-03', '7.56e-03', '7.56e-03', '1.51e-02', '2.27e-02']	[None, '3.33e-01', '1.43e-01', '2.86e-01', '2.00e-01', '1.43e-01', '2.67e-01', '2.73e-01']			[None, '2.00e-02', '1.00e-02', '2.00e-02', '2.00e-02', '2.00e-02', '4.00e-02', '6.00e-02']			
Benowitz1995	451	244	plasma	h	['0.00e+00', '5.00e-01', '6.67e-01', '1.00e+00', '1.25e+00', '1.50e+00', '2.00e+00', '3.00e+00']	paraxanthine	µg/ml	concentration	/media/data/Benowitz1995_Fig1.png	2.3666666666666667	125.0	['0.00e+00', '4.10e-01', '4.90e-01', '5.40e-01', '7.80e-01', '9.60e-01', '1.00e+00', '1.29e+00']		['0.00e+00', '4.16e-02', '2.27e-02', '5.29e-02', '4.16e-02', '4.16e-02', '1.10e-01', '1.32e-01']	[None, '2.68e-01', '1.22e-01', '2.59e-01', '1.41e-01', '1.15e-01', '2.90e-01', '2.71e-01']			['0.00e+00', '1.10e-01', '6.00e-02', '1.40e-01', '1.10e-01', '1.10e-01', '2.90e-01', '3.50e-01']			
Benowitz1995	450	244	plasma	h	['0.00e+00', '5.00e-01', '6.67e-01', '1.00e+00', '1.25e+00', '1.50e+00', '2.00e+00', '3.00e+00']	caffeine	µg/ml	concentration	/media/data/Benowitz1995_Fig1.png	18.494583333333335	125.0	['0.00e+00', '6.73e+00', '7.10e+00', '7.26e+00', '7.48e+00', '6.91e+00', '6.65e+00', '5.82e+00']	0.1331696303305267	['0.00e+00', '2.42e-01', '1.44e-01', '1.32e-01', '1.51e-01', '1.81e-01', '1.44e-01', '2.34e-01']	[None, '9.51e-02', '5.35e-02', '4.82e-02', '5.35e-02', '6.95e-02', '5.71e-02', '1.07e-01']			['0.00e+00', '6.40e-01', '3.80e-01', '3.50e-01', '4.00e-01', '4.80e-01', '3.80e-01', '6.20e-01']			
Benowitz1995	454	246	plasma	h	['0.00e+00', '5.00e-01', '6.67e-01', '1.00e+00', '1.25e+00', '1.50e+00', '2.00e+00', '3.00e+00']	paraxanthine	µg/ml	concentration	/media/data/Benowitz1995_Fig1.png	6.024583333333334	124.0	['0.00e+00', '1.27e+00', '1.78e+00', '1.71e+00', '1.84e+00', '1.94e+00', '2.74e+00', '2.83e+00']		['0.00e+00', '2.15e-01', '2.41e-01', '1.65e-01', '1.88e-01', '1.52e-01', '1.57e-01', '1.52e-01']	[None, '3.78e-01', '3.03e-01', '2.16e-01', '2.28e-01', '1.75e-01', '1.28e-01', '1.20e-01']			['0.00e+00', '4.80e-01', '5.40e-01', '3.70e-01', '4.20e-01', '3.40e-01', '3.50e-01', '3.40e-01']			
Benowitz1995	456	248	plasma	h	['0.00e+00', '5.00e-01', '6.67e-01', '1.00e+00', '1.25e+00', '1.50e+00', '2.00e+00', '3.00e+00']	paraxanthine	µg/ml	concentration	/media/data/Benowitz1995_Fig1.png	13.725	125.0	['0.00e+00', '3.96e+00', '4.20e+00', '4.68e+00', '5.15e+00', '5.22e+00', '5.56e+00', '5.15e+00']	0.07660139358684614	['0.00e+00', '5.22e-01', '4.42e-01', '3.63e-01', '2.53e-01', '2.12e-01', '7.94e-02', '2.23e-01']	[None, '3.48e-01', '2.79e-01', '2.05e-01', '1.30e-01', '1.07e-01', '3.78e-02', '1.15e-01']			['0.00e+00', '1.38e+00', '1.17e+00', '9.60e-01', '6.70e-01', '5.60e-01', '2.10e-01', '5.90e-01']			
Akinyinka2000	284	210	plasma	h	['0.00e+00', '2.00e-01', '4.00e-01', '7.00e-01', '1.00e+00', '2.00e+00', '3.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.20e+01', '2.40e+01', '3.60e+01']	paraxanthine/caffeine	-	ratio	/media/data/Akinyinka2000_Fig1.png		94.0	[None, '3.20e-02', '4.30e-02', '4.90e-02', '6.30e-02', '7.40e-02', '1.23e-01', '1.66e-01', '2.11e-01', '2.56e-01', '3.60e-01', '5.43e-01', '5.33e-01']		[None, None, None, '6.64e-03', '7.91e-03', '8.85e-03', '1.11e-02', '1.77e-02', '1.99e-02', '2.06e-02', '3.95e-02', '7.15e-02', '1.15e-01']	[None, None, None, '4.29e-01', '3.97e-01', '3.78e-01', '2.85e-01', '3.37e-01', '2.99e-01', '2.54e-01', '3.47e-01', '4.16e-01', '6.81e-01']			[None, None, None, '2.10e-02', '2.50e-02', '2.80e-02', '3.50e-02', '5.60e-02', '6.30e-02', '6.50e-02', '1.25e-01', '2.26e-01', '3.63e-01']			
Akinyinka2000	283	210	plasma	h	['0.00e+00', '2.00e-01', '4.00e-01', '7.00e-01', '1.00e+00', '2.00e+00', '3.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.20e+01', '2.40e+01', '3.60e+01']	paraxanthine/caffeine	-	ratio	/media/data/Akinyinka2000_Fig1.png		93.0	[None, '3.40e-02', '4.30e-02', '5.30e-02', '1.01e-01', '1.53e-01', '2.10e-01', '2.67e-01', '3.50e-01', '4.20e-01', '5.76e-01', '6.74e-01', '6.82e-01']		[None, None, None, None, '1.33e-02', '1.74e-02', '2.37e-02', '2.97e-02', '3.10e-02', '4.30e-02', '5.85e-02', '1.18e-01', '1.47e-01']	[None, None, None, None, '4.16e-01', '3.59e-01', '3.57e-01', '3.52e-01', '2.80e-01', '3.24e-01', '3.21e-01', '5.53e-01', '6.82e-01']			[None, None, None, None, '4.20e-02', '5.50e-02', '7.50e-02', '9.40e-02', '9.80e-02', '1.36e-01', '1.85e-01', '3.73e-01', '4.65e-01']			
